cycle_count,nominal_capacity_ah,voltage_v,current_a,temperature_c,charge_voltage,discharge_cutoff,avg_charge_current,avg_discharge_curr,depth_of_discharge,charge_time_h,rest_time_h,coulombic_efficiency,internal_resistance,max_temp_seen,min_temp_seen,humidity_pct,overcharge_events,overdischarge_events,battery_chemistry,battery_age_days,soh_percent,rul_cycles,fault_type,fault_label
191,60,4.1489,9.998,21.78,4.2468,2.5318,0.308,0.797,0.3603,4.502,1.463,1.0,0.05982,27.71,9.88,62.0,0,0,NCA,155,97.26,976,2,Overcharge
1410,60,3.2138,30.012,22.42,4.2131,2.928,0.22,0.663,0.6779,6.087,4.267,0.99594,0.15733,29.55,9.62,70.7,2,1,LFP,1029,72.33,1503,0,Normal
377,50,3.4826,14.895,31.77,4.0844,2.9814,1.885,1.882,0.3149,4.062,1.412,0.96463,0.07228,45.13,18.09,71.7,0,0,NMC,300,91.18,1087,0,Normal
580,60,3.0715,-25.474,31.62,4.2241,2.5779,1.549,0.958,0.8494,3.225,6.816,0.99506,0.08341,38.53,27.27,56.8,0,0,NMC,475,88.58,1001,2,Overcharge
534,150,3.5558,-26.644,24.4,4.1888,2.8931,1.514,0.895,0.7543,2.127,10.599,0.97721,0.08449,36.64,16.45,21.4,0,0,LFP,332,90.89,2477,0,Normal
1716,50,4.0432,25.066,29.87,4.1813,2.5486,0.855,2.717,0.4483,7.119,4.296,1.0,0.1688,43.11,25.51,54.8,1,1,NMC,1117,63.9,0,3,Deep_Discharge
1316,75,3.2409,-2.244,33.81,4.0016,2.9806,1.873,1.175,0.5307,3.663,8.351,0.94416,0.14906,34.43,25.43,76.4,3,0,NMC,964,73.67,60,0,Normal
1032,50,3.9756,5.217,35.99,4.0056,2.726,0.247,0.229,0.5139,3.962,3.018,0.99222,0.12002,49.25,29.95,63.6,0,1,LFP,746,76.71,1955,0,Normal
1294,60,4.1214,-15.837,28.84,4.1737,2.7676,1.415,3.541,0.9458,4.358,6.676,1.0,0.14222,30.1,14.36,63.4,1,1,NMC,872,73.05,229,0,Normal
1410,60,2.9058,12.321,22.12,4.0697,2.8819,1.227,1.777,0.9209,4.302,1.737,0.9767,0.15131,36.95,9.39,31.4,0,1,NMC,1005,72.7,83,0,Normal
92,60,3.8968,37.757,22.13,4.0146,2.6244,0.741,3.738,0.695,4.82,0.12,0.96724,0.05231,37.45,9.3,63.2,1,0,NMC,79,98.0,1404,0,Normal
1989,150,3.1702,3.032,32.63,4.0715,2.6994,1.63,4.487,0.5548,1.338,11.888,0.96904,0.19968,35.54,32.23,85.7,3,2,NCA,1387,56.89,0,0,Normal
528,75,3.0542,12.957,37.25,4.2095,2.535,2.133,4.641,0.6232,6.719,10.072,1.0,0.07968,49.33,23.28,68.7,0,0,NCA,387,88.53,584,3,Deep_Discharge
1177,60,3.6716,24.909,31.51,4.1177,2.8073,2.476,1.053,0.6975,2.952,7.567,0.96071,0.12665,34.31,17.37,41.1,1,0,NMC,804,73.25,286,0,Normal
404,75,3.8231,33.603,26.13,4.1539,2.8997,1.494,3.429,0.6448,1.474,3.193,0.96703,0.07855,43.34,13.16,41.9,0,0,LFP,282,93.88,2616,0,Normal
839,50,3.3724,-13.585,24.3,4.2001,2.9259,0.872,0.56,0.3438,1.621,8.94,0.96382,0.11009,34.04,12.12,45.6,1,0,NMC,597,83.92,543,0,Normal
1172,60,2.8568,8.273,38.07,4.0808,2.7682,0.788,2.423,0.624,3.082,1.225,0.98971,0.13778,44.1,36.66,60.0,0,0,NCA,843,75.13,60,0,Normal
888,75,4.1176,25.503,17.72,4.0028,2.8829,1.822,2.248,0.9441,2.287,7.591,1.0,0.10551,33.22,9.68,18.5,1,1,NMC,640,82.96,588,0,Normal
1290,60,3.8596,31.082,25.25,4.0808,2.575,1.29,1.175,0.586,6.727,9.646,0.97994,0.13605,45.03,14.68,23.7,2,1,LTO,913,74.48,6625,3,Deep_Discharge
421,100,3.1939,-8.474,44.4,4.2392,2.8717,1.089,3.92,0.7907,7.068,8.078,0.97702,0.07073,62.05,39.33,46.2,0,0,NMC,274,90.58,1070,2,Overcharge
1863,75,3.5205,-13.403,41.69,4.1206,2.5023,1.664,4.584,0.9979,5.782,9.134,1.0,0.18419,57.56,40.12,66.6,2,3,NCA,1291,62.04,0,3,Deep_Discharge
1641,100,2.8403,-3.1,32.0,4.1425,2.5974,1.758,1.439,0.6867,6.551,0.888,0.96881,0.16752,39.15,31.07,61.8,0,0,LFP,1103,68.79,1396,3,Deep_Discharge
471,150,3.292,-6.415,25.14,4.1901,2.8173,0.855,1.397,0.6384,0.401,0.478,0.99675,0.08206,43.19,20.85,42.7,2,0,NMC,343,90.6,1020,0,Normal
892,50,3.5577,-5.573,27.47,4.0287,2.6603,1.259,1.139,0.4888,0.961,5.179,0.98502,0.10116,40.44,25.68,84.0,4,1,NCA,651,81.39,216,0,Normal
546,60,3.55,8.239,30.86,4.1835,2.7053,2.182,3.497,0.4605,6.537,9.499,0.976,0.07697,36.92,16.77,75.8,0,0,NMC,356,90.3,966,0,Normal
630,60,3.1019,-10.816,51.08,4.0744,2.913,1.285,0.471,0.689,3.919,3.606,0.99323,0.10121,51.12,38.34,31.0,0,0,NCA,464,86.22,603,0,Normal
1549,60,3.9263,31.183,40.24,4.097,2.7855,1.443,0.506,0.7733,7.539,8.865,0.96437,0.16477,40.89,31.68,43.5,3,1,LFP,1083,68.24,1401,0,Normal
1526,100,3.2334,-8.093,38.92,4.0674,2.6995,1.992,1.036,0.5995,6.841,0.861,0.97453,0.15851,43.59,38.36,68.2,2,0,LFP,1074,67.09,1489,0,Normal
1037,100,3.6416,-12.023,28.45,4.0384,2.7329,0.734,2.82,0.3012,2.903,7.865,0.9696,0.11777,29.16,23.93,71.1,0,2,NMC,714,79.99,468,0,Normal
777,75,3.1937,-23.397,25.04,4.0904,2.9242,2.627,1.413,0.6921,2.77,11.086,0.97508,0.10177,25.04,24.0,61.0,0,0,NMC,558,82.36,701,0,Normal
1675,75,3.4165,25.145,28.03,4.0237,2.7428,1.148,4.939,0.7001,7.096,5.523,0.96037,0.17451,33.06,24.9,62.2,0,1,NMC,1109,65.98,0,0,Normal
1829,50,3.1009,-25.868,39.96,4.2112,2.9377,2.125,2.097,0.3512,3.648,0.689,0.99546,0.19116,49.33,29.39,73.1,4,0,NCA,1335,62.16,0,0,Normal
363,75,3.7179,9.147,46.26,4.0765,2.6235,1.032,2.457,0.3711,3.758,8.652,1.0,0.06448,47.29,34.19,59.2,0,0,NCA,267,91.08,784,0,Normal
118,100,3.4171,13.891,21.47,4.1634,2.7669,2.015,0.514,0.5132,4.418,10.605,0.98254,0.05065,25.52,13.55,65.0,0,0,LFP,107,96.43,2892,0,Normal
1261,75,2.8234,-58.329,7.03,4.0742,2.6845,0.977,3.586,0.7186,6.204,4.354,0.94831,0.13365,7.48,3.37,33.3,2,1,NMC,859,73.33,186,0,Normal
545,60,2.8408,-26.174,27.49,4.0527,2.7956,2.295,3.985,0.4236,3.091,4.464,1.0,0.07997,32.33,17.85,72.1,0,0,LFP,358,89.73,2422,0,Normal
1192,100,3.4831,-7.557,40.61,4.1784,2.7878,0.494,1.804,0.541,3.517,3.963,0.97518,0.12745,49.58,27.14,44.4,0,0,NMC,850,76.91,205,0,Normal
521,60,3.0657,37.891,24.29,4.156,2.7857,1.061,3.684,0.403,3.759,1.275,0.98219,0.07896,42.59,20.64,57.6,0,0,LFP,318,88.92,2497,0,Normal
633,75,3.6483,-7.552,34.53,4.0545,2.7639,1.789,1.293,0.5349,6.754,3.675,0.97611,0.0942,46.97,34.05,60.3,1,0,NCA,445,83.92,526,0,Normal
1936,75,3.3919,-10.069,18.75,4.153,2.7272,1.973,4.031,0.8099,3.511,5.095,0.99197,0.19589,36.1,14.55,39.8,2,5,NMC,1337,61.32,0,3,Deep_Discharge
1680,60,3.7489,-14.997,27.06,4.0013,2.9552,0.587,2.803,0.5615,6.712,5.021,0.95786,0.1787,39.06,16.22,42.1,3,0,NMC,1164,66.25,0,0,Normal
962,100,4.181,-15.309,22.11,4.0442,2.634,1.095,2.107,0.8722,4.564,2.474,0.98515,0.11326,34.12,17.34,60.1,0,0,LFP,656,79.04,2000,0,Normal
957,150,3.5667,-12.703,28.47,4.1819,2.717,0.485,3.657,0.9492,4.92,6.666,0.97146,0.11698,34.48,14.77,44.7,0,0,NMC,679,83.11,527,0,Normal
1758,50,3.9417,-13.442,32.03,4.1025,2.6056,2.536,3.15,0.5151,5.216,6.486,0.95914,0.17873,36.38,29.6,55.4,6,0,NCA,1251,65.56,0,2,Overcharge
882,150,3.8919,-14.297,36.91,4.0509,2.6661,2.954,2.756,0.7351,3.251,4.582,0.99845,0.10796,53.87,25.16,59.1,1,1,NMC,652,80.36,493,0,Normal
1792,75,4.1366,-14.32,25.81,4.1265,2.6245,0.995,1.213,0.4837,4.974,11.218,0.9787,0.18317,41.79,18.66,41.3,0,0,LTO,1209,60.77,6137,0,Normal
779,100,3.1103,-7.623,18.64,4.1163,2.8349,1.553,4.277,0.6982,1.67,11.586,0.99903,0.11815,31.71,16.56,66.2,1,0,LFP,524,82.67,2187,0,Normal
870,150,3.9996,19.016,14.79,4.1585,2.8538,1.618,2.273,0.3835,2.738,8.155,0.9501,0.10567,19.63,3.83,38.0,0,0,LFP,598,82.66,2161,0,Normal
515,75,4.113,-22.423,40.82,4.0181,2.6384,0.66,2.339,0.7216,6.862,3.42,0.99325,0.07881,58.34,40.65,46.6,0,0,NMC,402,88.68,918,0,Normal
937,100,3.3695,-12.939,21.85,4.2048,2.9918,2.069,1.166,0.4209,3.102,11.259,0.96832,0.11517,40.3,12.41,58.4,2,0,NCA,647,80.11,184,0,Normal
1420,60,3.255,-10.394,35.16,4.0146,2.6421,1.647,4.671,0.5755,3.295,8.655,0.98044,0.15526,55.0,22.04,51.0,1,2,NMC,1003,70.74,67,0,Normal
865,60,4.1805,-0.001,14.08,4.1135,2.9142,1.639,2.862,0.4657,7.228,5.288,0.97022,0.1126,29.06,13.9,28.7,1,0,LTO,592,81.85,7102,0,Normal
105,100,3.7101,-15.257,45.7,4.1776,2.6463,0.364,2.422,0.8569,2.925,10.548,0.9723,0.04507,50.31,36.06,52.2,0,0,NMC,58,95.9,1385,0,Normal
1108,150,3.352,41.508,57.84,4.0862,2.7066,0.424,4.891,0.4272,5.291,1.85,0.99781,0.12134,73.51,57.37,61.0,1,0,LFP,830,77.74,1774,1,Thermal_Runaway_Risk
213,150,3.9482,11.664,33.29,4.2275,2.8324,2.9,1.957,0.9743,7.576,7.981,0.96927,0.05632,41.31,20.57,54.2,3,1,NMC,162,96.72,1177,4,Internal_Short
1144,75,3.2415,19.488,27.11,4.1888,2.7788,2.831,0.352,0.3833,7.986,3.336,1.0,0.13607,40.89,13.99,53.6,0,0,NCA,773,72.96,130,0,Normal
1155,75,3.0558,4.772,44.39,4.1065,2.7531,0.251,1.301,0.5897,4.433,6.615,1.0,0.13691,63.84,32.96,54.0,1,0,LTO,794,78.62,6739,0,Normal
849,60,3.5888,28.087,25.04,4.046,2.8971,1.713,3.783,0.8378,4.997,3.485,1.0,0.09397,29.71,20.6,52.1,0,3,LFP,598,80.77,2082,0,Normal
196,200,3.621,-22.863,30.5,4.0109,2.8539,0.382,0.95,0.382,3.646,6.955,0.97121,0.0524,37.3,25.58,63.5,1,0,LFP,102,99.71,2756,0,Normal
18,60,3.9973,-11.149,2.34,4.2004,2.9571,2.421,0.948,0.5201,6.074,5.16,0.98471,0.04057,17.22,-1.67,54.7,0,0,NMC,11,100.0,1481,0,Normal
641,100,3.4627,-16.331,29.23,4.0486,2.6154,0.338,2.388,0.617,5.84,6.996,0.9882,0.09496,30.78,16.4,48.6,1,0,NMC,454,85.54,920,0,Normal
1035,75,3.9812,-3.428,41.57,4.0674,2.5082,1.738,2.373,0.8336,3.23,0.914,0.96478,0.12652,45.83,37.17,52.1,1,1,NMC,686,80.09,479,3,Deep_Discharge
1104,75,3.2514,31.674,25.4,4.0026,2.9999,1.934,2.407,0.8512,0.732,0.039,0.9761,0.12421,34.67,15.88,33.9,0,2,NMC,794,77.63,412,0,Normal
329,60,3.6343,43.987,25.56,4.0046,2.6417,0.469,1.253,0.8989,5.121,9.401,0.97617,0.07296,35.95,16.23,87.0,1,0,NCA,251,93.14,776,0,Normal
865,200,3.1023,19.093,25.64,4.0576,2.5215,1.864,1.009,0.5145,0.56,3.301,0.99568,0.10829,27.97,21.49,70.0,0,1,NMC,587,80.49,652,3,Deep_Discharge
773,75,3.3589,-1.959,49.63,4.2182,2.6237,2.837,3.891,0.3107,5.216,8.342,0.96967,0.1028,68.38,37.16,45.0,1,0,NMC,578,82.74,621,1,Thermal_Runaway_Risk
391,150,4.0434,22.401,32.27,4.1952,2.8344,0.473,3.099,0.8037,6.57,0.468,0.99417,0.07407,44.9,23.44,43.4,0,0,NMC,230,91.08,1113,0,Normal
636,50,3.1132,29.663,30.39,4.1925,2.7941,2.117,1.742,0.4211,4.739,7.939,0.98684,0.08952,42.29,25.58,55.8,0,0,LFP,384,86.74,2326,0,Normal
306,75,3.9748,23.53,25.95,4.2068,2.6034,0.96,1.146,0.573,2.864,8.589,0.97559,0.0703,30.38,20.37,75.3,1,1,NCA,243,95.01,920,0,Normal
1290,100,3.2102,-2.673,40.28,4.0467,2.5931,0.966,4.413,0.8634,4.177,8.499,0.95039,0.14084,53.68,28.45,69.1,1,1,LTO,971,72.53,6637,3,Deep_Discharge
1470,100,2.85,-2.141,21.94,4.2448,2.7222,1.724,0.855,0.7273,3.065,10.21,0.96819,0.15984,25.38,14.71,32.0,3,0,NCA,1015,65.98,0,1,Thermal_Runaway_Risk
1464,150,2.9594,-13.165,42.58,4.058,2.5068,2.798,3.003,0.9114,1.153,10.358,0.94206,0.1573,54.15,30.99,56.7,0,1,NMC,962,69.78,0,3,Deep_Discharge
894,50,3.8815,-4.904,28.83,4.0375,2.5012,0.846,3.129,0.7571,2.743,2.405,0.97701,0.11024,48.66,21.63,41.8,1,0,LTO,546,81.79,7101,3,Deep_Discharge
651,50,3.18,-15.986,41.71,4.0737,2.8084,2.981,4.313,0.5678,4.053,6.944,0.97965,0.08683,47.64,41.33,69.5,0,1,NMC,481,82.4,865,0,Normal
840,75,3.7485,-1.288,26.31,4.1326,2.6626,0.456,0.473,0.3232,2.936,0.248,0.9576,0.11747,37.86,22.26,69.0,0,0,NMC,612,84.29,638,0,Normal
1025,50,3.8138,-0.463,38.18,4.0311,2.512,2.833,1.677,0.3103,0.477,1.063,0.97242,0.11899,38.28,32.63,65.2,3,0,LFP,793,79.49,1912,3,Deep_Discharge
519,200,3.3004,-17.272,35.4,4.1847,2.7299,0.25,4.837,0.4762,1.012,5.027,0.97477,0.07347,52.76,21.59,65.6,1,1,NCA,351,89.74,643,0,Normal
1785,60,3.4886,53.708,29.4,4.0929,2.9678,0.654,2.931,0.7527,1.246,0.461,0.994,0.18171,46.12,14.95,45.4,1,1,NMC,1308,61.73,0,0,Normal
1674,75,3.3855,5.922,43.69,4.1421,2.6275,2.934,2.205,0.7999,3.495,4.151,0.99437,0.17128,63.51,35.04,41.1,0,0,LFP,1192,63.86,1304,0,Normal
635,50,4.1737,25.849,42.96,4.1836,2.6255,0.945,1.721,0.5409,0.568,7.675,0.98354,0.09501,54.86,40.62,58.8,1,0,NCA,457,84.41,331,0,Normal
1332,75,3.2639,24.012,23.55,4.2255,2.734,0.22,0.916,0.892,3.985,9.785,0.99119,0.15035,28.97,12.83,32.9,3,0,NMC,958,70.69,64,2,Overcharge
739,60,3.0658,38.86,22.83,4.2048,2.5742,2.678,1.098,0.9603,0.777,5.225,0.98943,0.09133,40.83,17.33,62.4,1,0,LFP,501,87.05,2292,3,Deep_Discharge
1545,50,3.3301,-18.14,27.58,4.1344,2.819,2.759,3.941,0.5087,7.32,5.824,0.94433,0.16404,43.83,26.58,57.4,0,0,NCA,1046,67.9,0,0,Normal
468,60,3.7708,-10.905,27.02,4.2478,2.9196,2.284,1.372,0.5463,7.951,0.073,0.96265,0.07299,28.84,16.57,57.0,1,1,LFP,282,89.04,2502,2,Overcharge
211,60,3.8112,-36.281,40.39,4.1324,2.5973,2.831,1.255,0.5838,3.225,10.397,0.97537,0.05001,56.47,35.18,33.5,0,0,NMC,149,94.04,1151,3,Deep_Discharge
1135,200,4.1399,-32.352,33.59,4.134,2.8294,0.944,1.732,0.4945,6.32,11.809,0.99024,0.12142,35.14,29.11,54.0,2,1,LFP,769,76.89,1765,0,Normal
1031,60,4.0785,-20.195,21.01,4.0396,2.944,2.007,3.83,0.7526,7.192,5.412,0.96379,0.12153,32.26,6.45,39.8,1,2,NCA,757,78.4,142,0,Normal
803,75,3.2181,-3.037,21.47,4.0372,2.9515,2.279,2.218,0.9363,6.81,3.643,0.98123,0.10351,26.42,20.53,45.0,0,1,NMC,573,83.83,724,0,Normal
476,200,3.46,-1.883,31.13,4.0422,2.7764,2.926,0.336,0.5992,4.592,2.111,0.98343,0.06918,50.67,17.2,70.2,0,0,NCA,311,87.65,668,0,Normal
873,100,3.8835,63.501,38.66,4.148,2.5761,2.715,2.663,0.426,3.789,8.697,1.0,0.11661,45.0,29.03,80.7,1,1,LFP,627,82.66,2133,3,Deep_Discharge
459,200,4.129,10.065,45.65,4.1038,2.8296,0.365,1.535,0.4367,2.801,4.936,0.99189,0.07251,50.77,38.85,68.7,0,0,LFP,312,91.83,2485,0,Normal
252,200,3.2889,19.405,31.72,4.0965,2.8674,1.149,2.399,0.8053,0.97,4.061,0.99376,0.05302,40.02,25.16,58.2,0,0,NMC,146,95.01,1217,0,Normal
1549,75,3.4444,2.841,28.76,4.0319,2.8772,1.922,4.44,0.8139,7.772,7.086,0.99919,0.16573,47.36,27.1,35.8,2,0,LFP,1102,67.18,1374,0,Normal
751,100,4.1042,-26.255,27.76,4.0953,2.9672,2.595,1.145,0.6332,0.767,9.736,0.98115,0.08421,37.17,15.74,81.7,0,1,NCA,540,81.05,462,0,Normal
1461,50,3.3198,5.934,22.71,4.0945,2.8076,0.983,1.825,0.8325,1.742,8.505,1.0,0.1505,28.49,19.39,68.9,3,0,LTO,1034,69.75,6322,0,Normal
1777,75,3.4967,-32.284,29.22,4.1552,2.7331,0.223,4.737,0.6576,4.207,9.733,0.98848,0.18781,47.33,16.39,20.0,3,0,NMC,1273,61.76,0,0,Normal
980,100,4.1115,-3.609,25.13,4.0971,2.7513,0.723,3.912,0.5135,0.944,6.372,0.96804,0.12222,43.03,12.23,82.7,1,1,NMC,690,80.46,429,0,Normal
853,75,3.9633,12.96,25.91,4.1047,2.6608,1.391,1.517,0.3977,5.73,6.909,0.98326,0.10321,37.05,14.02,49.9,1,0,NMC,571,81.51,692,0,Normal
1684,100,3.153,-11.745,35.95,4.0681,2.5286,0.371,0.71,0.6613,0.393,0.158,0.97782,0.18129,36.23,21.13,62.2,2,0,NCA,1121,64.44,0,3,Deep_Discharge
235,100,3.271,3.858,15.6,4.0329,2.8587,0.319,4.683,0.8852,6.847,5.167,1.0,0.05843,18.98,4.72,97.2,2,0,LFP,211,96.26,2663,0,Normal
1329,60,3.3118,-12.04,10.84,4.075,2.5099,1.325,0.898,0.948,7.386,9.639,0.95521,0.14552,22.2,-2.21,56.7,0,0,NCA,894,72.67,0,3,Deep_Discharge
477,150,4.1235,-22.109,20.49,4.0107,2.5321,2.014,1.951,0.3425,5.526,7.449,0.94827,0.07684,25.32,10.81,49.7,2,1,LFP,322,91.4,2437,3,Deep_Discharge
678,75,4.2485,9.757,37.92,4.0509,2.6671,2.189,1.793,0.9429,5.189,8.298,0.98644,0.10072,49.1,22.96,56.8,0,1,LTO,468,88.02,7338,0,Normal
1043,60,3.9223,20.891,33.5,4.0812,2.9655,1.692,0.757,0.4246,4.854,1.786,0.96361,0.12801,35.22,28.14,65.7,1,1,LFP,722,80.06,1868,0,Normal
215,150,3.5023,20.841,39.41,4.0364,2.7416,1.42,0.684,0.7232,0.861,10.97,0.9516,0.06469,50.34,35.34,44.2,0,0,NCA,148,94.49,860,0,Normal
854,75,2.8148,-4.824,13.5,4.1662,2.6076,0.253,1.555,0.6058,2.909,8.99,1.0,0.11399,24.57,5.19,71.0,1,0,NMC,576,80.86,682,0,Normal
134,100,3.8114,-43.516,35.12,4.0702,2.9485,0.935,1.967,0.7906,5.164,10.769,0.97345,0.05475,52.78,27.1,58.5,1,0,NMC,65,95.66,1413,0,Normal
904,75,3.3646,1.766,15.62,4.1539,2.7858,2.076,4.851,0.6709,1.925,3.461,0.98257,0.11073,24.34,7.95,79.3,0,0,LFP,623,82.94,2129,0,Normal
1152,60,3.7178,25.387,19.19,4.161,2.6849,1.459,2.775,0.5728,0.335,7.012,0.98394,0.13418,31.46,16.7,74.1,1,0,NCA,797,77.04,0,0,Normal
409,100,3.6797,-26.295,17.03,4.1118,2.8579,0.94,4.564,0.3499,4.386,9.643,0.9866,0.07283,20.12,12.77,57.6,0,0,NMC,248,92.76,1062,0,Normal
1445,75,3.4972,35.618,18.7,4.1123,2.7206,0.842,0.817,0.3185,3.027,4.989,0.99669,0.15247,36.25,16.12,73.2,1,2,LTO,999,70.42,6438,0,Normal
1317,60,4.1694,-41.179,56.42,4.1454,2.865,0.248,1.345,0.4662,2.087,4.08,0.98736,0.15129,62.12,53.14,72.2,4,2,NMC,922,75.25,67,1,Thermal_Runaway_Risk
1269,50,2.8336,7.94,35.31,4.0656,2.6092,2.51,0.982,0.822,6.518,4.861,0.96362,0.13996,51.58,21.7,47.7,3,1,LFP,907,75.14,1705,0,Normal
1724,150,3.8326,16.595,11.52,4.0053,2.5751,2.659,2.0,0.7326,5.709,7.644,0.99217,0.17605,31.17,11.04,74.7,2,1,LFP,1240,64.65,1274,3,Deep_Discharge
1579,50,3.3943,29.364,14.28,4.1613,2.7305,1.224,4.604,0.5925,5.287,4.431,0.95371,0.16211,25.75,1.76,45.6,1,1,NMC,1125,65.23,0,0,Normal
85,150,3.835,9.18,30.81,4.1521,2.6598,2.164,1.611,0.6748,7.762,2.64,0.96852,0.03974,32.98,28.39,83.8,0,1,NMC,93,97.06,1436,0,Normal
555,60,3.7791,-6.505,31.68,4.1191,2.8026,0.382,3.059,0.7136,5.34,6.085,0.9912,0.08344,38.81,26.69,74.3,0,0,NCA,416,89.12,621,0,Normal
1865,75,2.8148,3.362,23.64,4.2189,2.8944,2.688,4.595,0.3493,5.92,0.821,0.9831,0.19257,35.03,14.19,78.7,3,0,NCA,1341,60.13,0,0,Normal
1398,150,3.2137,-13.647,46.89,4.1272,2.9508,2.739,2.613,0.5259,2.286,10.858,0.97084,0.14271,55.48,32.45,35.5,3,0,LFP,981,73.13,1488,1,Thermal_Runaway_Risk
1469,60,3.0742,-39.794,21.1,4.0759,2.8803,0.639,2.733,0.9155,6.175,11.195,0.9654,0.16041,36.0,8.88,69.3,2,1,NCA,1059,69.24,0,0,Normal
377,75,3.0421,-4.84,39.29,4.1784,2.6709,2.386,2.852,0.8134,4.508,11.811,0.98175,0.06627,58.48,24.88,27.8,0,0,LFP,286,94.07,2576,0,Normal
1413,100,3.8563,9.823,38.13,4.2406,2.8637,1.525,1.545,0.3605,4.659,9.082,0.9623,0.1546,41.49,23.3,78.9,3,1,NMC,1017,69.08,39,3,Deep_Discharge
1680,100,3.1473,20.515,54.03,4.1842,2.7649,2.107,2.208,0.4932,1.377,9.63,1.0,0.17147,65.27,42.36,77.8,1,0,NMC,1184,64.56,0,1,Thermal_Runaway_Risk
1074,75,3.4884,-9.716,54.46,4.2272,2.953,1.529,4.268,0.4415,5.96,10.066,0.99399,0.13133,60.67,53.16,29.7,1,1,NMC,748,76.26,322,2,Overcharge
241,75,3.1581,29.543,36.94,4.0282,2.8534,0.42,2.119,0.5673,5.431,2.079,0.98524,0.06798,43.62,36.77,30.1,0,1,NMC,170,94.72,1297,0,Normal
1317,100,3.6413,-3.359,30.36,4.0302,2.5751,2.552,2.211,0.9876,1.458,2.464,0.9942,0.13972,37.8,16.04,66.5,0,2,LFP,925,72.18,1697,3,Deep_Discharge
919,100,3.8448,9.571,33.57,4.0387,2.539,0.44,0.757,0.704,1.682,9.84,0.99165,0.11782,44.67,22.97,47.3,0,1,NMC,609,81.47,613,3,Deep_Discharge
1586,100,3.2801,14.919,36.15,4.1757,2.7719,1.208,2.425,0.4106,6.947,5.004,0.99128,0.16473,40.17,33.33,63.9,3,3,NMC,1081,66.79,0,1,Thermal_Runaway_Risk
265,60,3.6744,1.068,11.4,4.0974,2.6825,2.961,0.599,0.8497,5.064,9.502,0.97056,0.06167,30.26,1.1,61.8,0,0,LFP,191,94.14,2693,0,Normal
1143,200,3.996,-1.812,15.02,4.1194,2.584,1.395,1.483,0.7103,1.473,1.735,0.96952,0.1351,29.53,7.97,88.3,1,0,LFP,787,74.08,1807,3,Deep_Discharge
711,75,2.9366,31.143,39.75,4.0655,2.8988,2.497,4.901,0.9033,1.961,0.586,0.96383,0.09006,41.32,39.44,75.2,0,0,NCA,499,82.49,455,0,Normal
1940,50,3.8305,-33.98,43.67,4.184,2.6877,0.673,4.544,0.6404,3.908,4.769,0.99425,0.19331,50.57,39.11,72.3,1,1,LFP,1343,58.78,1051,0,Normal
1271,60,3.2686,0.848,44.87,4.2113,2.543,2.524,3.182,0.9233,7.239,3.257,0.98474,0.14146,57.45,40.85,65.8,1,0,NMC,899,73.04,184,3,Deep_Discharge
69,50,2.9778,-36.689,27.87,4.0401,2.6311,1.491,3.622,0.8991,4.187,9.74,0.95773,0.05136,46.36,18.11,73.1,0,0,NMC,17,96.87,1354,0,Normal
1876,50,3.5912,-35.95,33.27,4.0482,2.8384,1.628,1.34,0.3444,1.694,11.005,0.99226,0.1917,42.33,21.75,46.8,2,0,NMC,1320,62.53,0,0,Normal
56,60,3.1281,-1.062,25.42,4.0849,2.824,2.912,0.891,0.8771,6.828,7.845,0.98041,0.04292,31.47,10.47,53.9,0,0,LFP,47,96.88,3000,0,Normal
1405,50,3.991,-10.518,48.39,4.07,2.6312,2.681,2.845,0.3825,3.514,1.266,0.93792,0.1513,59.86,39.53,46.2,1,1,NMC,976,69.98,0,1,Thermal_Runaway_Risk
38,100,2.8622,41.579,26.12,4.1329,2.6706,1.174,4.511,0.3766,5.651,0.182,0.9906,0.0539,30.98,19.72,50.8,0,0,NCA,45,99.95,1155,0,Normal
800,50,2.943,-5.068,22.18,4.1881,2.5249,2.858,4.195,0.4121,1.335,9.343,0.96337,0.10698,27.7,9.35,55.2,1,0,NMC,548,84.58,841,3,Deep_Discharge
1466,60,3.5554,22.703,28.4,4.1983,2.9766,0.489,3.028,0.9442,6.193,10.458,0.98416,0.1594,40.13,18.92,31.9,3,0,NMC,1016,67.88,0,0,Normal
1041,50,3.654,1.033,26.09,4.0521,2.6636,0.273,4.927,0.6465,7.372,11.374,1.0,0.12982,29.58,19.94,86.1,0,1,LFP,725,79.29,1926,0,Normal
1975,50,3.8583,-24.032,29.28,4.0439,2.9647,1.691,1.39,0.5249,6.637,8.611,0.94997,0.20661,33.62,18.75,68.7,0,1,LFP,1385,59.56,1051,0,Normal
731,60,3.1759,-35.253,39.02,4.0909,2.9069,2.356,3.881,0.3386,0.537,0.382,0.99235,0.09618,55.24,27.35,30.2,0,0,LTO,482,85.56,7222,0,Normal
824,75,4.0206,-27.275,31.27,4.0369,2.6676,0.819,1.562,0.3817,4.823,5.746,0.96326,0.11095,41.8,18.25,49.5,1,0,NMC,592,82.07,583,0,Normal
755,200,4.1821,6.558,24.08,4.0229,2.8471,0.425,4.877,0.4325,4.749,5.88,0.96929,0.10591,27.51,20.5,47.3,3,0,NCA,553,83.57,398,0,Normal
